item_name,date,time,period,purchase_cost,branch_location
Dharwad Peda,2024-07-05,10:53:04,Morning,492.62,Vijayanagar
Kesar Peda,2025-02-19,09:51:47,Morning,1160.88,HSR Layout
Gulab Jamun,2025-01-11,19:57:12,Evening,56.12,RR Nagar
Laddoo (Boondi),2024-10-08,19:12:15,Evening,741.43,RR Nagar
Rasgulla,2024-09-11,15:13:32,Afternoon,148.14,Koramangala
Kesar Peda,2024-12-14,15:22:08,Afternoon,856.96,Vijayanagar
Milk Burfi,2024-03-29,16:15:40,Afternoon,471.24,Koramangala
Mysore Pak,2025-04-02,16:14:05,Afternoon,1011.61,Malleswaram
Gulab Jamun,2025-01-10,12:07:22,Afternoon,97.78,Koramangala
Halwa (Assorted),2024-02-16,19:00:14,Evening,943.67,Electronic City
Samosa,2024-08-19,22:49:28,Night,80.52,Electronic City
Dharwad Peda,2025-05-01,17:22:07,Evening,668.16,Basavanagudi
Mysore Pak,2024-04-27,21:41:10,Evening,1022.22,Jayanagar
Milk Burfi,2024-11-20,18:35:40,Evening,240.2,Indiranagar
Dharwad Peda,2024-04-05,09:45:02,Morning,1098.35,Jayanagar
Dharwad Peda,2024-06-18,19:58:24,Evening,1322.35,Electronic City
Kaju Katli,2024-05-24,17:31:51,Evening,1748.95,Indiranagar
Kaju Katli,2025-02-02,10:35:54,Morning,1880.26,Malleswaram
Mysore Pak,2024-08-24,11:33:14,Morning,954.62,HSR Layout
Rasgulla,2025-01-11,14:09:18,Afternoon,126.43,Koramangala
Mysore Pak,2024-10-10,17:46:44,Evening,1160.57,Electronic City
Rasgulla,2024-03-28,21:29:48,Evening,99.59,HSR Layout
Halwa (Assorted),2024-05-03,18:00:30,Evening,265.94,RR Nagar
Dharwad Peda,2025-06-19,22:31:41,Night,683.51,Electronic City
Dharwad Peda,2024-03-31,19:09:23,Evening,596.78,Indiranagar
Badam Milk,2025-03-04,20:42:37,Evening,185.97,RR Nagar
Kaju Katli,2024-03-28,09:23:39,Morning,1612.36,Koramangala
Halwa (Assorted),2024-10-30,10:54:06,Morning,339.8,HSR Layout
Kesar Peda,2024-04-22,19:05:28,Evening,736.25,RR Nagar
Badam Milk,2024-02-20,09:08:39,Morning,171.41,Malleswaram
Samosa,2025-04-06,15:04:16,Afternoon,49.39,Indiranagar
Gulab Jamun,2025-04-30,11:45:09,Morning,134.41,RR Nagar
Kaju Katli,2024-04-29,19:25:09,Evening,1776.67,Koramangala
Rasgulla,2025-04-13,20:54:07,Evening,90.02,Vijayanagar
Rasgulla,2024-05-17,17:28:13,Evening,141.18,Basavanagudi
Kaju Katli,2024-09-28,22:17:52,Night,2093.53,Indiranagar
Chiroti,2024-09-08,14:21:36,Afternoon,431.56,RR Nagar
Kaju Katli,2024-03-18,14:07:13,Afternoon,531.71,Koramangala
Samosa,2024-09-07,18:57:13,Evening,30.009096203495837,Jayanagar
Milk Burfi,2024-07-29,10:47:13,Morning,234.14,HSR Layout
Rasgulla,2024-03-23,14:24:47,Afternoon,29.07,Koramangala
Jalebi,2024-03-10,20:02:37,Evening,709.43,Jayanagar
Pista Roll,2025-04-29,19:37:56,Evening,2153.1,RR Nagar
Samosa,2025-06-06,21:11:59,Evening,80.9,Koramangala
Laddoo (Boondi),2024-09-10,19:57:28,Evening,305.59,Electronic City
Badam Milk,2024-01-24,08:34:06,Morning,85.35,Malleswaram
Samosa,2024-05-01,19:22:27,Evening,77.84,Jayanagar
Pista Roll,2024-04-04,14:24:13,Afternoon,1628.18,HSR Layout
Jalebi,2025-06-29,10:13:22,Morning,268.99,HSR Layout
Rasgulla,2025-01-28,21:21:45,Evening,152.9,HSR Layout
Pista Roll,2024-11-06,08:25:35,Morning,1831.01,Vijayanagar
Kaju Katli,2024-10-03,19:54:42,Evening,614.29,HSR Layout
Halwa (Assorted),2025-06-27,20:06:25,Evening,1013.9,RR Nagar
Pista Roll,2025-03-22,13:55:21,Afternoon,798.66,Indiranagar
Chiroti,2025-07-04,13:26:30,Afternoon,336.38,Jayanagar
Gulab Jamun,2024-12-09,08:03:08,Morning,62.63,Malleswaram
Milk Burfi,2024-10-09,22:36:32,Night,190.62,Basavanagudi
Jalebi,2025-04-24,19:48:40,Evening,565.93,HSR Layout
Pista Roll,2024-07-25,17:51:33,Evening,1478.28,HSR Layout
Kaju Katli,2025-06-27,20:06:32,Evening,1700.13,Vijayanagar
Dharwad Peda,2025-04-16,14:53:33,Afternoon,470.41,RR Nagar
Samosa,2025-01-16,08:46:48,Morning,82.81,RR Nagar
Milk Burfi,2024-04-16,21:19:51,Evening,830.63,Koramangala
Kaju Katli,2024-02-18,11:45:20,Morning,1551.52,RR Nagar
Rasgulla,2024-09-09,13:24:16,Afternoon,141.32,Indiranagar
Chiroti,2024-12-28,10:19:59,Morning,399.16,Basavanagudi
Rasgulla,2025-02-13,12:30:42,Afternoon,54.83,Koramangala
Pista Roll,2024-11-14,19:42:00,Evening,753.55,HSR Layout
Laddoo (Boondi),2024-12-06,10:18:18,Morning,607.11,Basavanagudi
Badam Milk,2024-03-25,13:13:17,Afternoon,75.75,Jayanagar
Rasgulla,2024-09-16,09:12:25,Morning,161.89,Jayanagar
Jalebi,2024-12-27,18:11:49,Evening,570.34,RR Nagar
Milk Burfi,2024-09-12,19:20:48,Evening,923.5,HSR Layout
Gulab Jamun,2024-02-24,18:55:29,Evening,35.99,Koramangala
Kaju Katli,2024-05-17,13:13:05,Afternoon,2236.73,RR Nagar
Gulab Jamun,2025-02-20,21:13:46,Evening,123.58,Electronic City
Kaju Katli,2025-01-29,11:02:15,Morning,2279.01,RR Nagar
Kesar Peda,2025-04-07,09:25:53,Morning,1079.62,RR Nagar
Pista Roll,2024-08-24,22:57:22,Night,1205.41,Koramangala
Dharwad Peda,2024-09-09,09:17:30,Morning,938.45,Malleswaram
Laddoo (Boondi),2024-12-01,16:50:06,Afternoon,700.45,Koramangala
Gulab Jamun,2024-03-30,11:19:52,Morning,75.01,Indiranagar
Jalebi,2024-01-26,16:49:49,Afternoon,356.9,RR Nagar
Dharwad Peda,2024-02-13,09:08:54,Morning,307.7,RR Nagar
Halwa (Assorted),2024-06-08,20:48:17,Evening,479.51,Jayanagar
Pista Roll,2025-03-03,10:06:56,Morning,1023.5,Vijayanagar
Mysore Pak,2024-08-14,19:35:36,Evening,389.38,Koramangala
Jalebi,2024-01-24,19:43:37,Evening,283.63,HSR Layout
Kaju Katli,2025-05-16,11:42:04,Morning,1385.46,HSR Layout
Badam Milk,2024-04-11,17:56:38,Evening,139.4,Koramangala
Jalebi,2024-06-22,10:30:10,Morning,427.63,Koramangala
Kaju Katli,2024-04-05,18:24:21,Evening,2189.97,Koramangala
Dharwad Peda,2025-05-24,14:57:24,Afternoon,716.23,Vijayanagar
Milk Burfi,2025-03-07,09:42:53,Morning,666.91,Electronic City
Kesar Peda,2025-05-19,12:26:11,Afternoon,1408.98,Vijayanagar
Samosa,2024-05-10,16:30:34,Afternoon,71.91,Indiranagar
Dharwad Peda,2025-04-28,17:12:31,Evening,1282.97,HSR Layout
Chiroti,2025-01-06,14:51:23,Afternoon,446.24,Jayanagar
Milk Burfi,2025-01-08,20:06:07,Evening,744.72,Malleswaram
Chiroti,2025-05-30,14:52:35,Afternoon,221.38,Basavanagudi
Milk Burfi,2024-11-21,13:42:24,Afternoon,636.57,Jayanagar
Dharwad Peda,2024-06-15,11:50:51,Morning,435.62,Malleswaram
Rasgulla,2024-04-12,08:13:46,Morning,113.54,HSR Layout
Badam Milk,2024-06-08,12:15:59,Afternoon,188.46,HSR Layout
Kaju Katli,2024-04-30,18:32:37,Evening,2048.14,Koramangala
Kesar Peda,2025-01-23,18:06:47,Evening,951.76,Koramangala
Laddoo (Boondi),2024-08-05,19:13:38,Evening,485.16,RR Nagar
Badam Milk,2024-04-01,17:22:09,Evening,190.43,Koramangala
Sohan Papdi,2024-04-25,15:51:38,Afternoon,796.69,RR Nagar
Chiroti,2025-06-01,16:57:36,Afternoon,365.93,Jayanagar
Rasgulla,2024-06-28,17:13:14,Evening,111.13,Basavanagudi
Badam Milk,2024-06-12,18:28:33,Evening,208.04,Electronic City
Sohan Papdi,2025-02-14,13:15:31,Afternoon,554.31,RR Nagar
Laddoo (Boondi),2024-12-03,18:35:05,Evening,873.86,Basavanagudi
Mysore Pak,2024-02-28,08:20:50,Morning,486.48,Basavanagudi
Laddoo (Boondi),2025-04-10,12:08:08,Afternoon,624.35,Jayanagar
Kesar Peda,2024-02-06,21:20:17,Evening,715.15,Jayanagar
Halwa (Assorted),2024-03-23,12:13:41,Afternoon,722.66,Vijayanagar
Mysore Pak,2024-11-23,19:08:36,Evening,1141.4,Basavanagudi
Samosa,2025-03-08,21:01:21,Evening,28.14,Basavanagudi
Rasgulla,2024-05-03,18:35:59,Evening,161.95,Jayanagar
Halwa (Assorted),2024-05-12,19:20:48,Evening,732.2,Vijayanagar
Sohan Papdi,2024-04-29,18:53:15,Evening,617.17,Basavanagudi
Sohan Papdi,2024-05-28,16:10:35,Afternoon,261.38,Basavanagudi
Pista Roll,2024-12-01,20:19:47,Evening,1945.7,Electronic City
Mysore Pak,2024-03-06,09:42:00,Morning,865.97,RR Nagar
Halwa (Assorted),2024-05-27,14:51:28,Afternoon,1030.62,Vijayanagar
Jalebi,2024-01-31,13:27:25,Afternoon,435.39,Malleswaram
Jalebi,2024-06-07,16:26:53,Afternoon,544.63,HSR Layout
Kesar Peda,2024-05-26,15:18:05,Afternoon,1174.77,Jayanagar
Sohan Papdi,2024-08-23,13:01:25,Afternoon,614.16,Malleswaram
Chiroti,2025-03-27,15:44:01,Afternoon,112.54,RR Nagar
Laddoo (Boondi),2024-06-05,17:09:11,Evening,472.11,HSR Layout
Pista Roll,2024-07-30,10:52:01,Morning,2108.83,Indiranagar
Badam Milk,2024-08-16,10:36:40,Morning,181.4,Indiranagar
Halwa (Assorted),2025-02-11,12:56:28,Afternoon,583.86,RR Nagar
Badam Milk,2025-01-22,13:40:54,Afternoon,56.41,Vijayanagar
Chiroti,2025-05-03,09:26:14,Morning,440.76,Malleswaram
Sohan Papdi,2024-09-20,18:48:56,Evening,763.47,Jayanagar
Samosa,2025-04-09,10:53:13,Morning,35.475914100616606,Vijayanagar
Rasgulla,2024-02-16,22:02:15,Night,92.81,Jayanagar
Badam Milk,2024-02-25,17:57:45,Evening,233.9,Malleswaram
Milk Burfi,2024-01-30,12:06:15,Afternoon,363.84,Malleswaram
Halwa (Assorted),2024-02-28,08:31:18,Morning,581.02,Indiranagar
Pista Roll,2024-04-09,14:41:05,Afternoon,1971.45,Electronic City
Sohan Papdi,2024-04-29,19:40:48,Evening,166.6,HSR Layout
Rasgulla,2025-02-04,22:26:08,Night,103.57,RR Nagar
Jalebi,2024-05-30,13:00:56,Afternoon,448.95,Malleswaram
Kesar Peda,2025-01-18,09:29:45,Morning,370.01,Koramangala
Dharwad Peda,2025-06-28,11:50:44,Morning,1269.08,Koramangala
Laddoo (Boondi),2024-06-06,17:03:52,Evening,155.37,Basavanagudi
Milk Burfi,2024-04-12,08:48:42,Morning,362.83,Basavanagudi
Jalebi,2024-03-27,14:00:02,Afternoon,587.74,Vijayanagar
Sohan Papdi,2025-03-07,08:57:31,Morning,164.68,Jayanagar
Jalebi,2024-03-12,18:37:11,Evening,126.34,Malleswaram
Badam Milk,2025-03-19,08:27:41,Morning,79.77,RR Nagar
Kesar Peda,2024-11-22,19:40:00,Evening,356.87,Vijayanagar
Dharwad Peda,2025-05-10,18:39:08,Evening,750.22,Koramangala
Jalebi,2025-01-10,10:01:09,Morning,360.83,Koramangala
Samosa,2025-03-23,12:10:36,Afternoon,29.551861464507443,Malleswaram
Kesar Peda,2024-07-03,19:00:12,Evening,617.82,Koramangala
Kesar Peda,2025-03-11,10:38:08,Morning,768.02,Vijayanagar
Dharwad Peda,2024-05-26,10:19:26,Morning,1329.97,Electronic City
Gulab Jamun,2025-06-22,08:34:18,Morning,78.3,Indiranagar
Milk Burfi,2025-07-09,08:57:06,Morning,375.65,Basavanagudi
Laddoo (Boondi),2024-07-23,15:36:09,Afternoon,811.04,Vijayanagar
Chiroti,2025-06-10,11:20:52,Morning,138.83,Jayanagar
Dharwad Peda,2024-07-02,21:27:01,Evening,921.83,Indiranagar
Chiroti,2024-09-29,09:50:12,Morning,294.32,Vijayanagar
Sohan Papdi,2025-05-21,20:20:22,Evening,793.35,RR Nagar
Halwa (Assorted),2024-04-03,22:06:02,Night,771.83,HSR Layout
Kesar Peda,2024-11-23,19:08:10,Evening,422.88,Vijayanagar
Sohan Papdi,2024-07-03,16:39:20,Afternoon,409.36,Electronic City
Halwa (Assorted),2024-07-31,16:42:21,Afternoon,388.42,Koramangala
Sohan Papdi,2025-03-18,17:52:28,Evening,241.98,Malleswaram
Badam Milk,2024-08-15,12:22:34,Afternoon,74.23,Koramangala
Milk Burfi,2024-05-25,11:17:45,Morning,686.69,Indiranagar
Dharwad Peda,2024-01-25,21:16:08,Evening,539.99,Malleswaram
Badam Milk,2025-01-01,11:41:25,Morning,209.41,Electronic City
Halwa (Assorted),2025-02-03,15:16:04,Afternoon,589.98,Koramangala
Halwa (Assorted),2024-11-21,19:17:54,Evening,774.95,Vijayanagar
Laddoo (Boondi),2025-01-24,22:53:01,Night,849.43,Malleswaram
Halwa (Assorted),2024-03-29,10:59:49,Morning,812.8,Vijayanagar
Kesar Peda,2024-12-02,18:18:57,Evening,445.67,RR Nagar
Kaju Katli,2024-09-10,13:46:28,Afternoon,2017.65,Basavanagudi
Jalebi,2025-03-17,11:57:17,Morning,150.69,Indiranagar
Badam Milk,2025-04-05,17:26:12,Evening,225.3,Malleswaram
Samosa,2024-12-28,11:38:20,Morning,89.66,RR Nagar
Kaju Katli,2024-03-06,16:32:31,Afternoon,856.49,RR Nagar
Samosa,2025-05-25,21:52:34,Evening,40.45498574749264,Basavanagudi
Gulab Jamun,2024-06-24,20:56:36,Evening,53.48,HSR Layout
Mysore Pak,2025-03-17,18:33:47,Evening,718.96,Electronic City
Rasgulla,2025-03-29,19:43:49,Evening,146.21,HSR Layout
Rasgulla,2024-01-17,08:55:23,Morning,45.44,RR Nagar
Kesar Peda,2024-01-21,08:07:08,Morning,891.04,Koramangala
Kaju Katli,2024-02-01,16:13:27,Afternoon,913.4,Electronic City
Sohan Papdi,2024-01-20,21:54:00,Evening,827.49,Jayanagar
Halwa (Assorted),2024-02-29,22:00:51,Night,799.97,Basavanagudi
Dharwad Peda,2024-10-21,18:47:30,Evening,983.55,HSR Layout
Gulab Jamun,2024-09-06,20:09:00,Evening,25.37,Basavanagudi
Gulab Jamun,2025-06-05,08:32:49,Morning,54.18,Electronic City
Kaju Katli,2024-07-01,19:11:12,Evening,2015.5,Basavanagudi
Chiroti,2024-12-13,17:50:40,Evening,122.22,Malleswaram
Sohan Papdi,2024-08-30,17:16:54,Evening,452.75,HSR Layout
Mysore Pak,2024-04-10,11:28:48,Morning,589.76,Koramangala
Milk Burfi,2024-12-29,22:37:36,Night,947.08,Jayanagar
Halwa (Assorted),2024-05-26,08:11:17,Morning,355.4,Indiranagar
Chiroti,2024-05-18,09:40:54,Morning,141.39,Malleswaram
Gulab Jamun,2025-06-26,08:22:02,Morning,137.58,HSR Layout
Laddoo (Boondi),2025-03-13,21:17:37,Evening,407.6,Basavanagudi
Kaju Katli,2025-02-23,17:21:54,Evening,590.88,Malleswaram
Milk Burfi,2024-06-14,21:44:45,Evening,242.43,Koramangala
Halwa (Assorted),2024-10-23,19:11:13,Evening,964.65,Electronic City
Sohan Papdi,2024-10-15,11:36:12,Morning,230.54,Koramangala
Dharwad Peda,2025-01-27,08:25:39,Morning,552.53,Electronic City
Milk Burfi,2024-09-16,18:32:30,Evening,775.56,Indiranagar
Mysore Pak,2025-04-20,19:14:01,Evening,637.88,Electronic City
Samosa,2024-10-14,10:10:09,Morning,44.18,Basavanagudi
Milk Burfi,2024-03-11,13:05:49,Afternoon,1102.95,Malleswaram
Sohan Papdi,2024-01-29,13:50:45,Afternoon,733.5,Electronic City
Badam Milk,2025-06-30,19:42:24,Evening,97.94,Vijayanagar
Chiroti,2025-04-30,12:26:13,Afternoon,278.61,Vijayanagar
Gulab Jamun,2024-11-29,09:38:52,Morning,120.56,Indiranagar
Mysore Pak,2025-04-15,21:36:38,Evening,1164.22,Indiranagar
Jalebi,2024-02-05,10:08:55,Morning,673.23,Vijayanagar
Badam Milk,2024-01-18,12:02:01,Afternoon,99.99,Koramangala
Laddoo (Boondi),2024-02-21,19:11:54,Evening,272.12,Vijayanagar
Sohan Papdi,2024-03-02,16:11:59,Afternoon,565.81,Malleswaram
Dharwad Peda,2024-07-26,18:14:12,Evening,711.29,Electronic City
Rasgulla,2024-12-15,19:40:10,Evening,155.85,Vijayanagar
Samosa,2024-10-11,12:36:23,Afternoon,49.8,Koramangala
Sohan Papdi,2025-03-25,12:10:09,Afternoon,722.74,Malleswaram
Kesar Peda,2025-06-14,19:55:19,Evening,519.69,Jayanagar
Pista Roll,2025-04-02,18:23:23,Evening,1233.45,Electronic City
Dharwad Peda,2024-11-08,15:13:15,Afternoon,1238.94,Malleswaram
Sohan Papdi,2025-04-05,14:33:14,Afternoon,733.76,HSR Layout
Sohan Papdi,2024-11-23,21:57:12,Evening,708.03,Electronic City
Sohan Papdi,2024-02-22,17:55:54,Evening,602.53,RR Nagar
Milk Burfi,2024-11-29,20:59:00,Evening,1138.15,Basavanagudi
Badam Milk,2024-06-26,20:37:03,Evening,104.66,RR Nagar
Pista Roll,2024-07-10,11:43:20,Morning,467.96,Koramangala
Kaju Katli,2024-03-01,18:41:03,Evening,897.39,Koramangala
Pista Roll,2024-11-13,14:03:10,Afternoon,838.7,Koramangala
Milk Burfi,2024-06-25,14:27:25,Afternoon,988.65,Jayanagar
Jalebi,2024-11-08,18:42:03,Evening,518.51,Jayanagar
Samosa,2025-05-06,20:02:08,Evening,44.88,RR Nagar
Badam Milk,2024-07-22,16:53:29,Afternoon,135.51,RR Nagar
Kesar Peda,2025-01-24,12:29:05,Afternoon,433.86,Electronic City
Kaju Katli,2024-07-27,14:55:29,Afternoon,1694.91,Jayanagar
Pista Roll,2025-03-21,14:35:11,Afternoon,2236.12,Electronic City
Rasgulla,2024-08-05,09:49:40,Morning,101.0,HSR Layout
Sohan Papdi,2024-09-02,15:57:34,Afternoon,428.72,RR Nagar
Rasgulla,2024-09-08,21:11:41,Evening,153.74,RR Nagar
Chiroti,2025-06-02,08:04:22,Morning,432.62,Vijayanagar
Samosa,2024-05-28,11:05:32,Morning,64.9,Koramangala
Mysore Pak,2025-05-19,14:55:08,Afternoon,604.28,Basavanagudi
Kesar Peda,2024-12-21,12:50:34,Afternoon,588.93,HSR Layout
Pista Roll,2024-12-09,16:44:28,Afternoon,419.69,Electronic City
Sohan Papdi,2024-11-13,12:52:48,Afternoon,752.33,HSR Layout
Kaju Katli,2024-07-27,09:33:10,Morning,1430.94,Malleswaram
Chiroti,2025-02-02,15:24:26,Afternoon,308.85,Electronic City
Halwa (Assorted),2024-07-15,14:57:10,Afternoon,680.66,HSR Layout
Sohan Papdi,2024-10-07,11:51:41,Morning,171.71,Koramangala
Jalebi,2024-05-21,16:41:56,Afternoon,250.67,Vijayanagar
Rasgulla,2024-12-29,18:25:40,Evening,106.92,Electronic City
Mysore Pak,2025-01-17,10:02:35,Morning,1146.77,HSR Layout
Chiroti,2024-05-17,12:02:30,Afternoon,409.12,HSR Layout
Chiroti,2024-09-21,14:55:09,Afternoon,320.06,RR Nagar
Milk Burfi,2024-11-10,15:05:16,Afternoon,972.56,HSR Layout
Kaju Katli,2024-10-09,17:51:23,Evening,1124.79,Koramangala
Gulab Jamun,2024-11-21,18:05:01,Evening,108.84,HSR Layout
Chiroti,2024-04-22,13:16:44,Afternoon,177.41,Indiranagar
Chiroti,2025-07-10,22:41:00,Night,440.09,RR Nagar
Samosa,2025-03-05,22:45:42,Night,35.27,Jayanagar
Jalebi,2025-05-05,18:15:25,Evening,179.35,RR Nagar
Kesar Peda,2025-03-17,12:09:56,Afternoon,1070.55,Jayanagar
Badam Milk,2025-02-16,11:36:18,Morning,65.99,HSR Layout
Mysore Pak,2024-09-20,19:10:49,Evening,602.18,Basavanagudi
Dharwad Peda,2025-04-30,14:44:36,Afternoon,1188.89,RR Nagar
Badam Milk,2024-04-21,13:26:15,Afternoon,161.5,Malleswaram
Pista Roll,2024-10-03,21:49:21,Evening,1038.3,Indiranagar
Mysore Pak,2024-12-18,13:15:09,Afternoon,867.97,HSR Layout
Jalebi,2024-05-08,21:31:42,Evening,410.58,Malleswaram
Kesar Peda,2025-05-25,09:06:14,Morning,991.63,Indiranagar
Mysore Pak,2024-09-06,20:35:14,Evening,729.86,Vijayanagar
Kesar Peda,2024-03-27,21:28:47,Evening,334.26,Jayanagar
Gulab Jamun,2025-04-17,17:40:35,Evening,36.08,Malleswaram
Jalebi,2025-01-12,12:17:20,Afternoon,563.75,RR Nagar
Kaju Katli,2024-12-07,08:15:34,Morning,1651.42,HSR Layout
Badam Milk,2024-12-19,22:22:01,Night,77.82,Jayanagar
Rasgulla,2024-04-21,22:41:27,Night,30.07,Koramangala
Samosa,2025-05-04,20:55:18,Evening,29.58,Indiranagar
Rasgulla,2024-05-06,14:41:59,Afternoon,134.12,Indiranagar
Mysore Pak,2025-07-06,20:38:22,Evening,1087.6,Jayanagar
Pista Roll,2025-01-10,13:52:05,Afternoon,710.95,Basavanagudi
Dharwad Peda,2025-06-01,11:29:45,Morning,700.29,Vijayanagar
Sohan Papdi,2024-07-08,14:43:10,Afternoon,351.8,RR Nagar
Mysore Pak,2025-07-11,08:15:08,Morning,978.98,Malleswaram
Halwa (Assorted),2025-01-11,12:20:25,Afternoon,278.51,Jayanagar
Laddoo (Boondi),2024-10-24,12:12:54,Afternoon,153.51,HSR Layout
Kaju Katli,2024-09-12,15:42:50,Afternoon,836.93,Indiranagar
Mysore Pak,2024-08-06,22:00:37,Night,1079.72,Jayanagar
Milk Burfi,2024-09-06,18:16:20,Evening,754.28,Koramangala
Pista Roll,2025-06-17,09:28:20,Morning,1897.91,RR Nagar
Halwa (Assorted),2025-07-11,18:10:47,Evening,421.09,Vijayanagar
Laddoo (Boondi),2024-10-24,19:52:07,Evening,187.76,Indiranagar
Samosa,2024-05-14,18:24:03,Evening,25.42,RR Nagar
Rasgulla,2024-05-01,22:44:35,Night,85.39,Basavanagudi
Kaju Katli,2024-02-06,17:55:16,Evening,1523.72,Vijayanagar
Rasgulla,2024-03-17,14:49:35,Afternoon,69.41,Vijayanagar
Samosa,2025-03-16,11:30:30,Morning,70.95,Vijayanagar
Laddoo (Boondi),2025-04-02,09:43:14,Morning,353.21,RR Nagar
Kaju Katli,2025-01-29,12:25:15,Afternoon,834.11,Malleswaram
Mysore Pak,2024-02-25,22:38:22,Night,705.26,Koramangala
Badam Milk,2024-12-25,15:22:57,Afternoon,220.17,Koramangala
Badam Milk,2024-07-16,10:05:44,Morning,212.58,HSR Layout
Pista Roll,2024-08-14,15:55:55,Afternoon,1979.08,Electronic City
Badam Milk,2025-07-16,14:27:28,Afternoon,45.29,Vijayanagar
Kaju Katli,2025-02-18,15:01:20,Afternoon,1502.36,HSR Layout
Halwa (Assorted),2025-05-22,19:20:55,Evening,218.59,Basavanagudi
Kesar Peda,2024-08-01,17:34:09,Evening,1313.12,Jayanagar
Laddoo (Boondi),2024-10-08,16:12:26,Afternoon,555.08,Koramangala
Badam Milk,2024-03-03,13:57:39,Afternoon,127.3,RR Nagar
Rasgulla,2025-01-01,11:52:10,Morning,117.77,Jayanagar
Jalebi,2025-01-18,13:02:48,Afternoon,203.12,Basavanagudi
Gulab Jamun,2024-10-15,10:52:18,Morning,139.83,HSR Layout
Mysore Pak,2024-12-10,10:33:32,Morning,878.14,Vijayanagar
Jalebi,2024-04-22,08:10:25,Morning,403.79,Electronic City
Rasgulla,2024-02-09,19:55:48,Evening,30.77,Vijayanagar
Samosa,2024-05-23,10:47:24,Morning,37.28,Jayanagar
Samosa,2024-10-07,18:22:34,Evening,42.13,Electronic City
Jalebi,2025-01-25,20:54:16,Evening,639.2,HSR Layout
Samosa,2024-08-24,17:47:43,Evening,65.93,Vijayanagar
Jalebi,2024-11-09,11:41:24,Morning,483.13,Indiranagar
Badam Milk,2024-05-22,10:45:07,Morning,76.85,Electronic City
Mysore Pak,2025-05-13,12:29:51,Afternoon,234.82,Jayanagar
Halwa (Assorted),2024-10-24,19:48:14,Evening,667.41,Electronic City
Rasgulla,2024-03-10,11:13:06,Morning,50.23,Jayanagar
Mysore Pak,2025-04-20,12:13:04,Afternoon,988.06,HSR Layout
Mysore Pak,2024-10-22,13:10:29,Afternoon,321.99,Indiranagar
Milk Burfi,2024-06-02,17:53:46,Evening,991.03,Koramangala
Rasgulla,2024-08-15,11:42:07,Morning,51.2,Malleswaram
Halwa (Assorted),2024-07-16,12:17:54,Afternoon,183.0,HSR Layout
Kesar Peda,2024-12-31,08:17:10,Morning,1335.58,Koramangala
Badam Milk,2024-12-18,18:55:34,Evening,50.55,Basavanagudi
Milk Burfi,2024-10-19,09:16:23,Morning,847.42,HSR Layout
Rasgulla,2024-03-20,10:17:28,Morning,161.68,Indiranagar
Kaju Katli,2024-10-10,12:13:06,Afternoon,2333.53,RR Nagar
Gulab Jamun,2024-04-14,08:47:14,Morning,138.58,Electronic City
Dharwad Peda,2025-05-23,19:48:44,Evening,335.49,Indiranagar
Pista Roll,2024-12-22,11:37:08,Morning,1600.28,Basavanagudi
Milk Burfi,2025-07-16,12:35:34,Afternoon,448.8,Electronic City
Laddoo (Boondi),2024-02-25,15:42:51,Afternoon,367.67,Indiranagar
Dharwad Peda,2024-04-02,11:20:13,Morning,625.6,Basavanagudi
Jalebi,2025-05-06,08:12:49,Morning,555.93,RR Nagar
Samosa,2025-01-07,14:15:40,Afternoon,26.0183252316733,Vijayanagar
Milk Burfi,2024-10-07,15:22:14,Afternoon,537.85,Jayanagar
Samosa,2024-07-18,19:23:48,Evening,70.15,Indiranagar
Milk Burfi,2024-07-29,11:19:24,Morning,883.4,Basavanagudi
Chiroti,2025-06-28,20:35:24,Evening,237.19,Electronic City
Pista Roll,2025-06-21,21:33:37,Evening,1247.73,Indiranagar
Pista Roll,2025-04-06,22:14:23,Night,761.47,Koramangala
Badam Milk,2025-01-11,21:23:02,Evening,200.49,Vijayanagar
Sohan Papdi,2024-09-30,22:41:59,Night,542.24,HSR Layout
Gulab Jamun,2024-04-24,18:28:36,Evening,67.97,HSR Layout
Samosa,2024-01-19,19:50:54,Evening,79.91,Koramangala
Badam Milk,2025-04-23,08:17:17,Morning,194.21,Vijayanagar
Kaju Katli,2024-05-02,11:38:14,Morning,473.12,RR Nagar
Dharwad Peda,2024-01-26,09:01:53,Morning,1184.86,Electronic City
Pista Roll,2024-12-28,15:35:35,Afternoon,498.35,Koramangala
Milk Burfi,2025-05-06,21:37:48,Evening,317.98,Electronic City
Pista Roll,2025-05-19,18:18:43,Evening,1562.78,Electronic City
Halwa (Assorted),2024-08-12,11:41:35,Morning,866.93,Koramangala
Sohan Papdi,2025-07-08,16:40:01,Afternoon,507.93,Vijayanagar
Rasgulla,2024-04-12,17:10:39,Evening,93.5,Basavanagudi
Sohan Papdi,2025-02-03,19:26:29,Evening,730.8,RR Nagar
Mysore Pak,2025-06-30,17:44:21,Evening,463.97,Koramangala
Sohan Papdi,2025-04-29,10:21:21,Morning,770.61,HSR Layout
Halwa (Assorted),2025-01-01,17:59:22,Evening,310.5,Electronic City
Jalebi,2024-06-14,08:20:26,Morning,437.75,Electronic City
Milk Burfi,2024-08-12,19:16:05,Evening,268.79,HSR Layout
Kaju Katli,2024-03-25,17:51:14,Evening,1477.75,RR Nagar
